MSISDN;Client_Age;Client_Crea;Client_Type;Client_Offer;Geoloc_commune;Geoloc_ville;Geoloc_region;Geoloc_type;Communaute_Role;Communaute_Taille;Profile_1;Profile_2;Profile_3;Voix_Nbj_Activite;Voix_National;Voix_National_Nb;Voix_NbContact_National;Voix_International;Voix_International_Nb;Voix_NbContact_International;Voix_Roaming;Voix_Roaming_Nb;Voix_NbContact_Roaming;SMS_Nbj_Activite;SMS_NB;SMS__Contacts;Data_Nbj_Activite;Data_Volume;Data_2G;Data_3G;Data_4G;Data_Roaming;Reseaux_Sociaux;Web;News;Omoney_Billpay_mnt;Omoney_Billpay_Nbr;Omoney_Cashin_mnt;Omoney_Cashin_Nbr;Omoney_Cashout_mnt;Omoney_Cashout_Nbr;Omoney_merchpay_mnt;Omoney_merchpay_Nbr;Omoney_P2P_mnt;Omoney_P2P_Nbr;Omoney_RC_mnt;Omoney_RC_Nbr;Equipement_Marque;Equipement_Modele;Equipement_Term_Type;Equipement_4G;Equipement_OS;OOP_Telecom;OOP_Glon;OOP_Assurances;OOP_Automobile;OOP_Bank;OOP_Retail;OOP_Hotels;Longitude;Latitude;Long_Ville;Lat_Ville;Long_Region;Lat_Region
537999924;56;21/08/2014;Prepaid_B2C;Postpaid_B2C_offer;Commune_2;Foumbot;OUEST;Geoloc_Work;LB;40;Students;Cigales;Spending_Voix;29;921;760;55;937;358;69;355;90;6;21;60;37;18;23;3;10;10;9;8;10;9;22024;5;7737;2;60545;3;49138;7;59540;8;14461;7;Sony;Xperia 2;Feature Phone;OUI;Android;61202;87179;56044;13593;36637;83388;4143; 10.6236 ; 5.5059 ; 10.6285 ; 5.5097 ;10.45686;6.98414
460999935;52;16/02/2010;Postpaid_B2B;Postpaid_B2B_offer;Commune_2;Essiezik;CENTRE;Geoloc_Weekend;FB;43;Jeunes;Fourmis;Spending_Messaging;6;344;612;4;678;473;47;536;24;52;29;220;12;24;19;1;9;9;2;10;9;9;95855;3;74499;8;79151;2;46283;7;82304;5;85098;3;Samsung;J7;Feature Phone;OUI;IOS;30514;84241;33527;32520;38327;12215;77411; 11.8888 ; 3.8691 ; 11.8888 ; 3.8691 ;11.51645;3.89897
68999991;36;04/04/2006;Postpaid_B2C;Prepaid_B2C_Offer;Commune_3;Sanguere;NORD;Geoloc_Home;Neutral;92;Foreigners;Fourmis;Spending_Data;23;956;944;22;71;276;47;527;74;77;29;3;99;18;12;1;7;4;4;4;8;1;24306;9;93466;10;50214;1;89282;5;28871;1;57858;4;Samsung;J7;Feature Phone;OUI;Autre;50076;13540;45603;36164;12277;47400;52625; 13.5102 ; 9.1794 ; 13.5102 ; 9.1794 ;13.54680;9.28246
250999965;53;31/08/2017;Prepaid_B2C;Postpaid_B2B_offer;Commune_3;Ebodje;SUD;Geoloc_Work;L;55;Students;Cigales;Spending_Messaging;25;411;400;62;84;787;19;847;52;67;15;300;56;24;8;3;3;2;6;7;9;3;98715;4;98583;8;43161;1;17859;4;19790;6;99035;8;OPPO;Find 9;Smartphone;OUI;Windows;92364;86639;91614;63977;1484;34588;79316; 9.84611 ; 2.6203 ; 9.84611 ; 2.6203 ;10.96861;2.86567
544999923;40;28/12/2017;Postpaid_B2C;Postpaid_B2C_offer;Commune_1;Jikejem;NORD OUEST;Geoloc_Weekend;FB;49;Foreigners;Fourmis;Spending_Data;9;865;415;44;17;758;58;63;44;45;12;373;87;25;6;1;4;1;7;2;3;6;57119;3;10286;7;88971;4;22880;6;27001;3;8971;2;OPPO;F8;Smartphone;OUI;Windows;1776;51774;53753;84506;91697;50744;41220; 10.4655 ; 6.2407 ; 10.4655 ; 6.2407 ;10.23741;6.08712
348999951;73;22/04/2015;Postpaid_B2C;Postpaid_B2C_offer;Commune_1;Lamape;OUEST;Geoloc_Home;Neutral;73;Foreigners;Fourmis;Spending_Voix;6;681;73;57;736;782;34;491;33;56;15;11;46;28;18;2;9;7;8;4;1;7;16925;3;57904;1;39917;10;37740;6;21933;8;85656;1;Samsung;A8;Smartphone;OUI;Windows;5849;2094;8391;63353;38128;87258;87136; 11.2946 ; 6.0490 ; 11.2946 ; 6.0490 ;10.45686;6.98414
229999968;27;20/06/2013;Prepaid_B2C;Prepaid_B2C_Offer;Commune_2;Muyengue;SUD OUEST;Geoloc_Weekend;F;91;Jeunes;Fourmis;Spending_Voix;28;388;93;24;902;755;99;565;39;48;15;902;7;19;10;4;2;4;8;3;9;5;61038;1;88489;4;8974;6;25156;5;13287;9;35008;9;OPPO;F8;Feature Phone;OUI;IOS;7693;34051;1790;20792;2117;87586;78664; 9.31519 ; 4.3540 ; 9.25803 ; 4.3944 ;9.314680;4.38596
390999945;36;17/04/2012;Prepaid_B2C;Postpaid_B2B_offer;Commune_2;Batouri;EST;Geoloc_Work;F;80;Jeunes;Cigales;Spending_Data;6;32;979;56;656;995;19;487;26;30;8;530;18;30;17;10;4;3;2;6;2;2;75807;8;99145;5;91307;9;88156;1;54251;1;71456;5;Samsung;Note 9;Feature Phone;NON;Windows;236;89372;25959;70843;65861;72112;12454; 14.3478 ; 4.4303 ; 14.3572 ; 4.4337 ;13.81931;4.59548
453999936;55;25/04/2015;Prepaid_B2C;Postpaid_B2B_offer;Commune_2;Kobdombo;EST;Geoloc_Weekend;FB;98;Jeunes;Cigales;Spending_Data;27;76;383;63;475;807;27;31;12;53;30;400;77;24;4;1;2;1;2;4;9;7;46927;5;25754;5;98904;6;88450;1;97376;4;84631;9;Apple;Iphone SE;Smartphone;NON;Windows;72443;94949;10369;49803;47020;17635;49632; 12.7419 ; 4.0450 ; 12.7419 ; 4.0450 ;13.81931;4.59548
551999922;45;12/03/2010;Postpaid_B2C;Prepaid_B2C_Offer;Commune_1;Akongo;CENTRE;Geoloc_Home;LB;74;Jeunes;Cigales;Spending_Messaging;30;290;986;65;73;870;10;646;95;20;26;414;80;25;8;1;4;3;6;9;10;6;89961;7;15335;5;59352;2;17712;9;73094;2;47205;10;OPPO;Find 9;Feature Phone;OUI;Windows;12633;53771;9413;80034;31967;26596;42160; 11.1015 ; 3.3911 ; 11.1015 ; 3.3911 ;11.51645;3.89897
614999913;71;21/02/2016;Postpaid_B2C;Postpaid_B2C_offer;Commune_3;Yoke;LITTORAL;Geoloc_Home;Neutral;85;Students;Fourmis;Spending_Messaging;13;930;148;92;8;53;5;155;100;27;4;138;99;21;20;10;1;9;6;1;3;9;35596;8;94217;8;55898;7;65293;7;63178;8;43041;1;Samsung;S8 Plus;Feature Phone;OUI;Windows;46845;7582;63682;90447;6096;80338;13163; 9.43002 ; 4.3199 ; 9.43002 ; 4.3199 ;9.753459;4.07293
530999925;19;27/01/2013;Prepaid_B2C;Postpaid_B2B_offer;Commune_2;Mamb;CENTRE;Geoloc_Home;FB;14;Foreigners;Fourmis;Spending_Messaging;26;93;103;78;246;642;73;42;81;1;28;800;86;25;23;8;6;9;9;1;10;9;31874;4;59965;5;6352;3;72761;4;7477;3;25015;5;Nokia;Lumia 700;Smartphone;OUI;IOS;92174;37913;36883;71190;64796;11672;15615; 10.8988 ; 3.8720 ; 10.8988 ; 3.8720 ;11.51645;3.89897
656999907;35;07/05/2016;Postpaid_B2B;Postpaid_B2C_offer;Commune_3;Bamendou;OUEST;Geoloc_Work;L;6;Students;Fourmis;Spending_Data;22;496;379;71;907;378;11;878;46;59;27;294;4;30;13;10;2;1;6;4;1;9;51768;9;11616;6;83056;9;10745;8;83575;10;66826;5;Nokia;Nokia 8;Smartphone;NON;Android;13690;6229;49902;58584;75475;34280;66810; 10.1819 ; 5.4893 ; 10.1819 ; 5.4893 ;10.45686;6.98414
453999936;48;05/02/2016;Prepaid_B2C;Prepaid_B2C_Offer;Commune_1;Ferme-Suisse;LITTORAL;Geoloc_Work;LB;55;Students;Cigales;Spending_Messaging;13;397;58;100;934;606;8;39;87;51;11;220;34;27;12;5;4;3;6;2;1;3;52930;6;41901;9;85498;2;23002;10;27939;7;5359;4;Sony;Xperia AX;Feature Phone;OUI;IOS;50714;53495;53491;56475;88627;17563;31600; 10.1013 ; 3.5776 ; 10.1013 ; 3.5776 ;9.753459;4.07293
579999918;58;04/11/2008;Postpaid_B2C;Postpaid_B2C_offer;Commune_3;Ngouetou;CENTRE;Geoloc_Work;L;33;Foreigners;Fourmis;Spending_Messaging;25;291;754;95;775;806;51;271;77;15;2;897;70;29;6;1;4;1;7;1;6;10;30087;3;16344;10;58044;6;33353;3;41287;1;45896;7;Apple;Iphone SE;Smartphone;OUI;Windows;2210;75910;1886;10964;58711;84858;67776; 12.0874 ; 5.1002 ; 12.0874 ; 5.1002 ;11.51645;3.89897
523999926;45;11/07/2008;Postpaid_B2B;Prepaid_B2C_Offer;Commune_2;Nkenglikok;CENTRE;Geoloc_Weekend;L;32;Students;Fourmis;Spending_Messaging;4;974;238;87;138;445;18;660;77;72;19;591;26;21;23;10;5;8;5;6;8;8;86881;3;48847;9;97841;3;55834;5;92676;9;7629;5;Apple;Iphone X;Feature Phone;NON;IOS;9604;30343;66424;5735;19201;50340;66591; 11.2045 ; 3.7673 ; 11.2045 ; 3.7673 ;11.51645;3.89897
425999940;63;09/02/2010;Postpaid_B2C;Prepaid_B2C_Offer;Commune_2;Fotouni;OUEST;Geoloc_Work;F;67;Jeunes;Cigales;Spending_Voix;20;454;754;7;177;77;32;687;28;76;11;548;80;30;5;2;2;1;10;3;1;9;19654;6;19214;6;31385;6;37698;9;93610;3;24216;8;Samsung;A8;Smartphone;OUI;Windows;54235;65925;29957;54885;26981;14959;57162; 10.2278 ; 5.3228 ; 10.2278 ; 5.3228 ;10.45686;6.98414
425999940;26;04/06/2011;Prepaid_B2C;Prepaid_B2C_Offer;Commune_1;Safacam;LITTORAL;Geoloc_Home;F;31;Jeunes;Cigales;Spending_Voix;12;621;266;99;478;248;39;597;80;99;4;994;86;29;4;2;1;1;9;1;9;8;96315;7;63743;6;27613;1;25577;2;67954;8;34070;4;OPPO;F8;Feature Phone;OUI;Windows;13143;28517;38973;99222;65801;36445;32795; 10.002 ; 3.7638 ; 10.002 ; 3.7638 ;9.753459;4.07293
481999932;38;05/01/2010;Postpaid_B2C;Prepaid_B2C_Offer;Commune_3;Bagofit;EST;Geoloc_Home;F;40;Students;Fourmis;Spending_Data;6;734;881;74;35;883;47;109;18;15;2;608;28;28;14;7;1;6;10;1;1;10;64826;8;12105;10;2203;8;33797;2;92153;4;5501;3;Nokia;Lumia 700;Feature Phone;NON;Android;47302;35458;45465;62187;40697;30957;64306; 13.1028 ; 4.0121 ; 13.1028 ; 4.0121 ;13.81931;4.59548
40999995;14;20/01/2012;Postpaid_B2C;Postpaid_B2B_offer;Commune_3;Bamendjing;OUEST;Geoloc_Work;LB;15;Foreigners;Cigales;Spending_Messaging;24;337;205;59;962;289;8;967;84;35;6;256;64;21;15;4;1;10;5;3;9;4;52650;4;37250;4;59339;9;93972;9;87753;8;29877;1;Apple;Iphone SE;Feature Phone;OUI;Autre;47314;3344;32883;7841;62710;84374;36721; 10.4896 ; 5.7059 ; 10.4679 ; 5.7098 ;10.45686;6.98414
180999975;51;16/02/2012;Postpaid_B2C;Prepaid_B2C_Offer;Commune_1;Bamenda;NORD OUEST;Geoloc_Weekend;L;31;Foreigners;Fourmis;Spending_Messaging;12;399;131;31;415;469;20;581;90;51;16;869;20;25;22;8;10;4;3;8;3;10;40451;7;33856;10;26442;10;30903;8;51044;1;51780;1;Apple;Iphone 6;Smartphone;NON;Windows;37234;86796;22658;21689;50928;54183;94913; 10.1829 ; 5.9502 ; 10.1602 ; 5.9646 ;10.23741;6.08712
236999967;31;02/06/2015;Postpaid_B2B;Postpaid_B2C_offer;Commune_3;Babadjou;OUEST;Geoloc_Weekend;FB;64;Jeunes;Fourmis;Spending_Messaging;10;229;168;87;177;391;68;552;43;72;11;184;82;28;17;4;3;10;6;10;7;7;77817;8;40684;2;22997;7;86027;8;39682;7;10935;4;Samsung;Note 9;Smartphone;OUI;Android;30604;35968;36629;65185;60917;62236;82057; 10.2073 ; 5.6771 ; 10.2073 ; 5.6771 ;10.45686;6.98414
75999990;56;01/08/2015;Prepaid_B2C;Postpaid_B2C_offer;Commune_2;Deng-Deng;EST;Geoloc_Home;Neutral;14;Jeunes;Fourmis;Spending_Voix;21;715;444;13;454;278;43;681;15;52;21;521;38;24;13;2;3;8;6;8;1;5;42552;2;90531;10;46840;10;48964;10;6618;6;76011;7;Sony;Ericson;Feature Phone;OUI;IOS;34844;38696;97753;15448;47980;29579;6674; 13.5230 ; 5.1947 ; 13.5230 ; 5.1947 ;13.81931;4.59548
313999956;35;15/11/2006;Prepaid_B2C;Postpaid_B2B_offer;Commune_3;ESSU;NORD OUEST;Geoloc_Work;L;51;Jeunes;Fourmis;Spending_Voix;11;35;358;42;773;522;71;871;41;59;1;873;91;26;19;7;4;8;10;5;10;6;35105;8;47607;6;24354;9;4312;6;32253;4;88987;2;Apple;Iphone 6;Feature Phone;OUI;IOS;80709;82472;49272;24884;37898;13930;29897; 10.0939 ; 6.5674 ; 10.0939 ; 6.5674 ;10.23741;6.08712
425999940;45;28/11/2008;Prepaid_B2C;Prepaid_B2C_Offer;Commune_1;Bonepoupa;LITTORAL;Geoloc_Work;FB;16;Students;Fourmis;Spending_Voix;23;770;848;24;42;460;46;241;37;88;20;1000;93;20;6;2;1;3;4;2;9;3;52153;1;57795;6;10855;2;363;10;3230;8;48843;7;OPPO;F12;Feature Phone;NON;Autre;7312;74001;47594;4997;62011;71898;2227; 9.99867 ; 4.1523 ; 9.99867 ; 4.1523 ;9.753459;4.07293
103999986;13;08/09/2013;Postpaid_B2C;Prepaid_B2C_Offer;Commune_3;Mbankomo;CENTRE;Geoloc_Home;Neutral;84;Jeunes;Fourmis;Spending_Messaging;27;843;148;57;404;439;19;685;6;6;7;244;20;22;15;10;3;2;2;7;2;3;90592;7;51160;3;96378;5;4228;6;1802;1;68469;10;Samsung;J7;Smartphone;OUI;Windows;32588;3476;95586;1368;34651;74854;77165; 11.4001 ; 3.7839 ; 11.3725 ; 3.7922 ;11.51645;3.89897
425999940;14;07/01/2017;Postpaid_B2B;Postpaid_B2C_offer;Commune_1;Djamboutou;NORD;Geoloc_Weekend;LB;18;Students;Cigales;Spending_Data;19;419;494;78;862;739;73;664;90;5;23;293;11;23;15;8;2;5;4;10;2;4;16065;8;97232;10;70758;8;89106;10;54342;2;21331;1;Nokia;Nokia 8;Feature Phone;OUI;Android;61823;28521;69066;44327;93124;8227;74869; 13.3624 ; 9.3052 ; 13.3624 ; 9.3052 ;13.54680;9.28246
446999937;75;02/01/2010;Postpaid_B2B;Postpaid_B2C_offer;Commune_3;Zoetele;CENTRE;Geoloc_Work;Neutral;22;Foreigners;Fourmis;Spending_Voix;19;847;244;51;907;424;95;10;27;61;25;530;82;18;11;4;4;3;7;9;9;8;90362;8;23396;3;52438;7;21924;9;8007;7;19259;3;OPPO;Find 9;Smartphone;OUI;Windows;97779;92180;14830;81407;63766;71231;41885; 11.8950 ; 3.2495 ; 11.8950 ; 3.2495 ;11.51645;3.89897
586999917;28;03/09/2017;Postpaid_B2C;Prepaid_B2C_Offer;Commune_1;Gamba;NORD;Geoloc_Work;L;10;Jeunes;Cigales;Spending_Messaging;6;121;74;10;980;485;10;126;20;57;21;32;24;21;22;9;8;5;10;9;4;6;6583;10;93682;5;87748;3;33659;1;38472;8;11827;5;Samsung;A8;Smartphone;NON;Autre;79896;94779;54039;85670;98261;7854;90180; 13.5928 ; 8.0884 ; 13.5928 ; 8.0884 ;13.54680;9.28246
264999963;18;19/08/2013;Postpaid_B2B;Prepaid_B2C_Offer;Commune_3;Bankwop;OUEST;Geoloc_Weekend;Neutral;91;Students;Fourmis;Spending_Data;25;892;9;79;825;827;15;423;27;62;16;674;63;19;10;3;3;4;7;10;10;4;21754;9;11789;5;14784;2;22518;2;23760;5;63586;9;OPPO;Find 9;Feature Phone;NON;IOS;13357;58610;3491;94833;37377;97447;73094; 10.1831 ; 5.1073 ; 10.1831 ; 5.1073 ;10.45686;6.98414
677999904;56;16/01/2011;Prepaid_B2C;Postpaid_B2B_offer;Commune_3;NGANGASSAO;ADAMAOUA;Geoloc_Home;LB;27;Jeunes;Cigales;Spending_Data;18;688;695;73;298;355;32;747;87;75;25;806;81;20;9;6;2;1;4;3;3;9;62059;10;68021;6;16785;10;94357;7;15672;9;24401;3;Samsung;J7;Smartphone;OUI;IOS;39230;93210;40491;84704;92694;15717;81740; 13.7771 ; 7.5846 ; 13.7771 ; 7.5846 ;13.58763;7.16124
236999967;23;02/05/2009;Prepaid_B2C;Postpaid_B2C_offer;Commune_2;Yingui;LITTORAL;Geoloc_Weekend;Neutral;84;Jeunes;Fourmis;Spending_Voix;9;523;132;32;22;121;100;984;82;64;14;585;41;25;19;6;3;10;6;6;5;10;8941;10;20560;2;41327;4;59404;9;38835;5;53362;9;Samsung;A8;Smartphone;OUI;Android;52185;55059;95642;9817;95035;75986;64747; 10.2853 ; 4.5128 ; 10.2853 ; 4.5128 ;9.753459;4.07293
677999904;46;19/02/2015;Postpaid_B2C;Prepaid_B2C_Offer;Commune_3;Fio;EST;Geoloc_Work;L;30;Jeunes;Cigales;Spending_Data;26;4;978;28;581;302;52;62;95;83;26;462;65;26;8;2;3;3;6;5;2;7;94467;8;10316;2;60392;7;38070;4;87334;3;57083;7;OPPO;F8;Feature Phone;OUI;IOS;104;6719;36629;45249;9156;34288;71439; 13.9773 ; 4.5048 ; 13.9773 ; 4.5048 ;13.81931;4.59548
222999969;54;12/08/2007;Postpaid_B2C;Postpaid_B2B_offer;Commune_1;Bourrah;EXTREME NORD;Geoloc_Weekend;LB;62;Students;Cigales;Spending_Data;25;843;692;64;118;4;62;447;11;43;19;611;53;20;5;1;3;1;9;5;5;1;94048;7;96741;6;7035;7;95538;10;67760;8;37876;1;OPPO;F12;Smartphone;OUI;Autre;75351;51225;18655;26033;42347;36573;1866; 13.5164 ; 10.253 ; 13.5164 ; 10.253 ;14.46861;10.7487
250999965;17;16/01/2018;Postpaid_B2C;Postpaid_B2B_offer;Commune_1;Djoum-CAMINEX;SUD;Geoloc_Weekend;L;24;Jeunes;Cigales;Spending_Data;31;827;959;28;981;859;6;172;95;15;28;524;92;20;17;7;3;7;8;6;9;5;13550;9;44945;4;51794;8;49372;5;70094;7;46294;10;Nokia;Nokia 8;Smartphone;OUI;Autre;52969;58141;13483;71512;81936;2596;1028; 12.7911 ; 2.5855 ; 12.7911 ; 2.5855 ;10.96861;2.86567
54999993;70;14/10/2010;Postpaid_B2B;Postpaid_B2B_offer;Commune_3;Doume;EST;Geoloc_Work;F;46;Foreigners;Cigales;Spending_Voix;16;621;827;26;172;803;62;205;71;50;22;375;33;19;11;3;5;3;9;5;3;4;63359;5;92792;8;77167;3;88914;4;85817;6;45403;5;Sony;Xperia AX;Feature Phone;NON;Autre;16076;37256;77999;12124;15651;14288;93599; 13.4540 ; 4.2422 ; 13.4451 ; 4.2438 ;13.81931;4.59548
299999958;71;03/11/2011;Postpaid_B2C;Prepaid_B2C_Offer;Commune_1;Mbongo;LITTORAL;Geoloc_Work;L;90;Foreigners;Fourmis;Spending_Data;6;229;254;75;747;378;91;742;5;97;3;913;76;19;22;8;10;4;2;7;10;9;69369;4;90809;6;10853;7;97157;8;66733;3;85585;9;Nokia;Lumia 900;Smartphone;OUI;IOS;92291;65320;35117;30291;94767;96336;13169; 9.86156 ; 3.8657 ; 9.86156 ; 3.8657 ;9.753459;4.07293
159999978;29;03/03/2006;Postpaid_B2B;Postpaid_B2C_offer;Commune_1;Mbongue;SUD OUEST;Geoloc_Work;LB;94;Jeunes;Fourmis;Spending_Messaging;13;988;25;49;87;860;50;776;19;52;22;732;37;18;13;4;6;3;9;3;10;2;75771;2;65759;8;15037;3;14552;1;53336;5;23341;2;Sony;Xperia 2;Feature Phone;OUI;Android;41418;30927;63283;72163;24020;35489;94609; 9.34522 ; 4.5937 ; 9.42864 ; 4.5888 ;9.314680;4.38596
614999913;39;20/11/2005;Postpaid_B2C;Prepaid_B2C_Offer;Commune_3;Jikejem;NORD OUEST;Geoloc_Home;FB;13;Students;Fourmis;Spending_Voix;19;521;969;82;732;968;87;347;18;24;19;134;65;22;19;3;10;6;1;10;9;5;11623;1;5538;7;66491;4;89928;1;14477;6;98418;2;Samsung;S8;Feature Phone;NON;Autre;72015;34224;45766;19568;3716;69448;93261; 10.4655 ; 6.2407 ; 10.4655 ; 6.2407 ;10.23741;6.08712
173999976;54;07/07/2016;Postpaid_B2C;Postpaid_B2C_offer;Commune_3;Bangoua;OUEST;Geoloc_Home;FB;65;Foreigners;Fourmis;Spending_Messaging;14;111;423;49;251;857;65;336;33;21;28;646;42;29;8;2;3;3;1;4;3;7;19179;10;57341;4;33407;6;35478;8;84071;3;84560;2;Samsung;A8;Smartphone;NON;Android;64643;79801;19186;76474;36675;86545;2714; 10.4558 ; 5.2134 ; 10.4558 ; 5.2134 ;10.45686;6.98414
502999929;37;27/03/2008;Prepaid_B2C;Postpaid_B2C_offer;Commune_2;Ezezang;CENTRE;Geoloc_Work;Neutral;21;Jeunes;Fourmis;Spending_Data;11;584;111;85;592;972;61;310;6;16;24;801;49;27;15;5;5;5;6;2;10;4;73883;3;33999;6;5842;8;36082;1;84428;6;92748;4;Nokia;Lumia 900;Feature Phone;OUI;Windows;55501;17131;70100;90904;66828;26752;43142; 11.3671 ; 4.2723 ; 11.3671 ; 4.2723 ;11.51645;3.89897
565999920;65;19/03/2011;Postpaid_B2C;Postpaid_B2B_offer;Commune_2;Mandjou;EST;Geoloc_Home;L;32;Jeunes;Fourmis;Spending_Data;1;163;91;35;490;893;60;363;96;19;6;889;15;29;22;7;6;9;6;9;6;6;71517;7;48458;6;38146;4;59668;4;83928;5;91608;2;Samsung;Note 9;Feature Phone;OUI;Windows;85187;23791;96343;96080;65900;12455;45613; 13.7410 ; 4.5937 ; 13.7410 ; 4.5937 ;13.81931;4.59548
369999948;60;09/03/2008;Postpaid_B2C;Postpaid_B2C_offer;Commune_3;Tonga;OUEST;Geoloc_Home;Neutral;79;Jeunes;Cigales;Spending_Messaging;20;560;90;36;972;418;4;680;64;63;30;755;65;21;16;4;3;9;8;1;3;2;29815;6;55170;4;20518;7;7718;1;54063;6;43711;9;Samsung;Note 9;Feature Phone;OUI;Android;20846;76807;27134;19796;7715;45489;45428; 10.6998 ; 4.9700 ; 10.6998 ; 4.9700 ;10.45686;6.98414
229999968;28;16/08/2008;Prepaid_B2C;Postpaid_B2C_offer;Commune_3;Mapubbi;LITTORAL;Geoloc_Work;Neutral;71;Students;Fourmis;Spending_Voix;6;616;880;89;525;835;67;231;61;37;13;846;14;20;12;1;4;7;9;10;10;4;36200;3;81024;8;74244;3;84493;7;7587;4;16651;7;Samsung;J7;Feature Phone;OUI;Windows;82151;21664;67432;75425;70734;91164;96343; 10.3970 ; 3.8297 ; 10.3970 ; 3.8297 ;9.753459;4.07293
579999918;61;04/04/2012;Prepaid_B2C;Postpaid_B2B_offer;Commune_3;Bantoum;OUEST;Geoloc_Home;Neutral;38;Jeunes;Cigales;Spending_Messaging;2;340;927;77;279;257;38;110;100;91;10;279;73;29;24;9;6;9;7;9;7;4;52254;5;16290;1;54084;4;93982;1;57733;5;71739;7;Samsung;S8 Plus;Smartphone;OUI;Autre;93314;41872;37992;71205;52992;78841;44115; 10.7011 ; 5.0574 ; 10.4925 ; 5.0728 ;10.45686;6.98414
278999961;16;25/01/2009;Prepaid_B2C;Postpaid_B2B_offer;Commune_3;Alou;SUD OUEST;Geoloc_Weekend;L;9;Jeunes;Fourmis;Spending_Data;25;581;835;41;631;380;3;123;29;58;31;21;78;27;6;1;3;2;1;10;8;4;15627;10;50759;9;64761;8;68986;2;33221;3;51566;2;OPPO;F10;Feature Phone;NON;Autre;97838;71887;75549;80468;97722;43935;84213; 9.94525 ; 5.5274 ; 9.94525 ; 5.5274 ;9.314680;4.38596
656999907;54;06/06/2005;Postpaid_B2C;Postpaid_B2C_offer;Commune_2;Batibo;NORD OUEST;Geoloc_Work;F;7;Jeunes;Fourmis;Spending_Voix;19;633;497;99;88;488;66;182;39;97;6;955;75;28;9;4;4;1;1;1;8;10;3960;7;87048;4;98840;4;43678;4;95531;7;40329;10;Samsung;S8 Plus;Smartphone;OUI;Windows;5632;73947;10990;35608;70638;29021;4334; 9.883 ; 5.8363 ; 9.883 ; 5.8363 ;10.23741;6.08712
663999906;19;31/08/2011;Postpaid_B2C;Postpaid_B2B_offer;Commune_2;Mbambou;LITTORAL;Geoloc_Work;LB;72;Foreigners;Fourmis;Spending_Data;3;629;783;46;862;555;100;367;63;44;31;722;13;24;10;4;4;2;1;3;10;8;28842;6;18870;3;71953;7;39859;5;50106;5;69771;9;OPPO;Find 9;Smartphone;NON;Windows;1490;28534;21684;8276;56456;46632;67019; 9.86775 ; 3.7499 ; 9.86775 ; 3.7499 ;9.753459;4.07293
103999986;54;10/01/2012;Postpaid_B2B;Prepaid_B2C_Offer;Commune_2;Meba;EST;Geoloc_Work;L;63;Foreigners;Cigales;Spending_Voix;11;115;490;8;648;978;31;461;52;49;1;543;34;19;11;8;1;2;3;8;10;2;64474;10;67168;9;16114;4;35854;4;25824;6;30561;3;Samsung;S8;Smartphone;NON;IOS;84549;73046;11802;81198;15897;56822;71792; 12.9880 ; 4.6243 ; 12.9880 ; 4.6243 ;13.81931;4.59548
684999903;61;10/07/2013;Postpaid_B2B;Prepaid_B2C_Offer;Commune_2;Makoda;CENTRE;Geoloc_Weekend;F;71;Foreigners;Cigales;Spending_Messaging;19;159;281;73;498;106;23;436;63;59;31;977;43;24;13;1;9;3;4;10;8;10;78071;6;70224;8;51568;6;4400;10;68812;1;85237;8;Samsung;J7;Feature Phone;NON;IOS;44662;65125;56184;68267;85596;96497;36558; 11.0468 ; 3.8019 ; 11.0468 ; 3.8019 ;11.51645;3.89897
138999981;32;08/01/2013;Postpaid_B2C;Postpaid_B2B_offer;Commune_3;Bagofit;EST;Geoloc_Weekend;LB;74;Jeunes;Fourmis;Spending_Voix;30;85;880;94;819;767;43;877;9;24;25;109;54;18;21;7;7;7;1;9;9;5;97022;6;49811;5;72341;3;52999;9;41123;6;36804;4;Sony;Xperia AX;Feature Phone;OUI;IOS;72938;92775;29932;68843;79023;12126;7690; 13.1028 ; 4.0121 ; 13.1028 ; 4.0121 ;13.81931;4.59548
138999981;56;23/05/2014;Postpaid_B2C;Postpaid_B2B_offer;Commune_1;Niete;SUD;Geoloc_Home;FB;48;Jeunes;Cigales;Spending_Voix;7;815;784;50;586;400;66;440;87;19;7;467;33;21;17;3;10;4;9;6;6;3;94099;4;11565;3;72055;2;98489;5;43747;1;48752;10;Nokia;Lumia 700;Feature Phone;OUI;Android;85792;78439;96896;31203;55028;64589;18244; 10.0700 ; 2.6306 ; 10.0672 ; 2.6378 ;10.96861;2.86567
418999941;33;03/01/2017;Prepaid_B2C;Prepaid_B2C_Offer;Commune_2;Loe;SUD OUEST;Geoloc_Weekend;LB;86;Foreigners;Cigales;Spending_Data;10;365;528;87;391;919;29;268;16;17;3;309;35;22;5;1;2;2;2;5;7;5;31148;9;24782;6;8091;4;79963;6;74735;8;31075;8;Sony;Xperia AX;Smartphone;OUI;IOS;30783;29604;7531;9882;73293;97199;84395; 8.93625 ; 4.7162 ; 8.93625 ; 4.7162 ;9.314680;4.38596
